,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_Yes
root_shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su_attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_file_creations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_access_files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_outbound_cmds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_host_login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_guest_login,0.008038190719904135,-0.009997189173008238,0.012609779651424907,,,,0.6915158602388277,,0.1232295440720094,-0.011268667236722383,,,,,,,,,1.0,-0.07865922820236648,-0.040352917760001036,-0.06463683895403222,-0.0641990065914034,-0.044324954375755385,-0.04433904134591314,0.07830313759111994,-0.019220222707726258,-0.037771130047497735,-0.00783710564549648,-0.07677570431163949,-0.061786742906687064,0.011735171278732422,-0.04213387911197138,-0.03170892208489373,-0.0603542620464735,-0.06476377426960772,-0.0215860195274497,-0.04249754842907981,0.05255828298600611,-0.04094902049785408,-0.0027181365913954065,-0.00875054444831806,-0.00040965584876793455,-0.009292362007933453,-0.007984915207291297,-0.008079906689951377,-0.006983750766635463,-0.007133532073501662,-0.006799728806465161,-0.006892344646663476,-0.007227789305722494,-0.029892806310678324,-0.00629653231194743,-0.02050638434016866,-0.018159995984552427,-0.006604269864067443,-0.006494621604029508,-0.012718063662626624,0.8612273618381847,-0.026123664203426374,-0.006818351109355201,-0.00040965584876710974,-0.006376496857058261,-0.07736874322796139,-0.00028966945339749175,-0.006904600968998783,-0.0004096558487681257,-0.008971097206489564,-0.00787267315342026,-0.006181501455359026,-0.005211650367634237,-0.0060083888833206,-0.006591463440971919,-0.00620875688827609,-0.006296532311946711,-0.00640952476775051,-0.006015407901755106,-0.00567624763133723,-0.005631496605568547,-0.005698492706139058,-0.007526111314691417,-0.0051629135252704555,-0.0038669775379487842,-0.02125750453474868,-0.0013275215854824153,-0.00276410811569614,-0.010420740819118965,-0.0025915717132512324,-0.052175473897245334,-0.0008193282481152637,-0.0027792633894273746,-0.002809329281021396,-0.002607727517693043,-0.027067922260765313,-0.004701798207688724,-0.00532364977463867,-0.006743557926789381,-0.006935148453691262,-0.00654644642189944,-0.01738731541734611,-0.0005793447581624257,-0.0010838912890070126,-0.007626705652068029,-0.00091604299761997,-0.007256997765329856,-0.008368685239045602,-0.007872673153422634,-0.0074583085202911455,-0.007861901537983416,-0.03753184677553081,-0.011654128321566783,-0.0029692684412450194,-0.01627219120864234,-0.06414389856531719,0.007495169289757032,-0.0014775505599589655,-0.005005477509365313,0.0878691463261735,-0.005378782782596709,0.0038387644431550775
count,-0.10224276541914429,-0.10736289731888811,-0.23185106004922687,,,,-0.10866012559350643,,-0.5307800742972723,-0.07281567303278833,,,,,,,,,-0.07865922820236648,1.0,0.4914635187036852,0.41049594705905607,0.4066625470657653,0.20180475614452253,0.20243667217242525,-0.6164045306205053,0.23363967745445047,-0.25685927008229925,0.44691302238640407,-0.3820772300274662,-0.45813841922573767,0.19827327161530997,-0.08122069961945555,-0.2158453139828846,0.4135821297290815,0.41575661194140007,0.22177966788067477,0.21039384527427082,-0.07797752296951133,0.016394837241953092,-0.01460156685883635,0.08716232214931857,0.01344115953469928,0.06023902745539829,0.08269741164852029,0.02136127725579043,0.06811817222608824,0.06999887327979198,0.06956462550861742,0.0693952561429431,0.06996607931159692,0.0565740788272646,0.06032772231952851,-0.12904492961919847,0.318331051069393,0.018445792138233042,0.01734747691399488,-0.011227817756699706,-0.03656995745226561,-0.1174636065507205,0.0668931395471044,0.013409730234764609,0.07016950102216477,-0.4194604611078883,0.0094598554636602,0.023615501803749335,0.013409730234778693,0.05610416926819334,0.08948548994145837,0.014822119614489386,0.011542574656512771,0.03214179224010826,0.06949455941994526,0.01720121144576873,0.06470208826943658,0.061691741200031534,0.05528909189075289,0.04970376959072221,0.053061530829397206,0.04974405540725933,0.021026379955765256,0.040657973929691026,-0.023949224803298967,0.1324621828464188,-0.005034593172991969,0.030410148426726694,-0.05448505725886724,0.007036213849940346,0.22456659597166223,-0.004900659473365875,0.023190981484836528,0.020093737127132357,0.006653450851791326,-0.1610130058049522,0.03218083623090274,0.04096555616582284,0.0372626262585364,0.06159912871501103,0.06435492632925334,-0.06250373918428882,-0.001248396809646377,-0.006757810723984662,0.059831438031261765,-0.005765531524835146,-0.040458084383205244,0.02247704056584041,0.08005567599330117,0.07591830692331529,0.07590146222369283,0.2463522645384787,0.0487715996455493,0.00953020915737479,-0.08094677101952262,0.41931279393168946,-0.03527118744229554,-0.020430863253176643,-0.031201915797556466,-0.5004161966143303,-0.03333821214291762,0.5241075475625631
srv_count,-0.05102137989851387,-0.03276319741942336,-0.08666818074676585,,,,-0.052815051792620915,,-0.1990699447893802,-0.03397011091467106,,,,,,,,,-0.040352917760001036,0.4914635187036852,1.0,-0.13530954181761287,-0.13459959701300075,-0.1145251086859032,-0.11440577922298621,0.18541226183227746,-0.10733582855860614,-0.0790981053699352,0.14773734054401352,0.20829832949986563,0.18799215821267432,-0.10879041444265974,0.21093633629161454,-0.06040357258696684,-0.13468727526837787,-0.13400313970581582,-0.10572076045455578,-0.1145034333320212,-0.5281327082808611,0.34340003768222077,-0.008690171432180867,-0.01813055853396354,-0.0013274313162318539,-0.022721055255720473,-0.01693823310847906,-0.016937793070876842,-0.015069352665401381,-0.015665836198959428,-0.0147060735701171,-0.014907688474646954,-0.0162756007917042,0.3794616586890586,-0.013041096481432117,-0.017786489846037968,0.613112869903403,-0.012754984104002205,-0.012774345334041256,-0.03153159175566529,-0.04312460921982114,-0.07072319401510115,-0.014039946779414923,-0.0013274313162315154,-0.013004095237600063,-0.1451990691678461,-0.0009386325252096197,-0.013425382816547659,-0.0013274313162321002,-0.01889530473763753,-0.015328585321511068,-0.012159745785473637,-0.01004594538458342,-0.012019743327030468,-0.013581076531645303,-0.012380757220349932,-0.013324124858647913,-0.013834563283440985,-0.012936322144423213,-0.011941386290412718,-0.011722274682610969,-0.012077153429908293,-0.015754069124122957,-0.010732243396308664,-0.012507133469207241,-0.013751433235898641,-0.004264049969902667,-0.005864147043349919,-0.03199035024436328,-0.005573345333144863,-0.06342990566757237,-0.002228567078903909,-0.006655908031348057,-0.006142156738030708,-0.005715928947644249,-0.084688582745794,-0.009409267716600724,-0.010542771584332493,-0.014466445222855081,-0.013796061427626067,-0.013377503202961195,-0.0477551423290908,-0.0017222421224332405,-0.003466152726453501,-0.01681864715807295,-0.0029683066059446196,-0.021991977921506277,-0.017534348549369406,-0.015899330624415346,-0.01543642583696289,-0.016413978559716436,-0.09560119209743263,-0.03373906268424474,-0.009214508846208126,-0.0414471518045498,-0.12898943631664503,-0.016559990520555904,-0.010091207926160542,-0.015566244875733465,0.19986557365112043,-0.016383997431841782,-0.01510315796088217
serror_rate,-0.0835550802011148,-0.10052299992129922,-0.18993215825585125,,,,-0.08564530840851617,,-0.46649246372434405,-0.059260245172356764,,,,,,,,,-0.06463683895403222,0.41049594705905607,-0.13530954181761287,1.0,0.9915070693829541,-0.22806619007449774,-0.22581235549033585,-0.7112495131375213,0.02960611892088241,-0.20425951680773546,0.357362266948537,-0.526417979089721,-0.5881198436112707,-0.008996719778823058,-0.2504354980696192,-0.1739369511718142,0.9746962586939709,0.9760304550917283,-0.22551874168768105,-0.22070833006615964,0.277090544469478,-0.21478041461916245,-0.009897156811978,0.091525871732066,-0.0015032063418199215,0.05970182296563206,0.07970980452372471,0.08820809992161945,0.07242453813573489,0.07030514831261714,0.0761156952727726,0.06886202337221614,0.06578096865580485,-0.15926758983366318,0.06164618926392294,-0.10913528203522622,-0.09667080606013077,0.0680061857388314,0.06642221579563377,0.09265945158415631,-0.025624011014347102,-0.054607698511298965,0.06552090301788087,-0.0012907986528151317,0.06356051932533398,-0.34684951529237373,-0.001123001583965953,0.06687254746643996,-0.001078390963812056,0.06433488914856045,0.08425484172673305,0.07020953339998412,0.052292680292170456,0.06239717498792107,0.0632132270500598,0.06681955866541625,0.06446595187425049,0.059461045443078335,0.06341080442483917,0.05428547468310467,0.05957911672000618,0.06466229342027403,0.07869579155121363,0.06000326830346265,-0.02060575388679633,-0.09271161643532819,-0.006969005006737616,0.018785823505246855,-0.03673732133145849,0.02283414256276238,0.29623685583114573,-0.004365910085444701,0.017488734649657712,0.02029328489555399,0.02131272230277771,-0.12205131244847356,0.043229099333897174,0.052685843934712595,0.0434895311002864,0.07688436668430766,0.06904611759948354,0.06434197408248958,-0.003087123052853701,-0.00577567284065906,0.06444338127312185,-0.0048812687359682866,-0.03866997117043767,0.08385661356215005,0.08092481606292888,0.07745081801196878,0.08315541064660133,-0.18763723932781134,-0.07451713400297792,0.018588029500495984,-0.0853151086626185,0.9727127182521261,0.05882334753214144,0.039679552928456575,0.06778801428993635,-0.7231566088485375,0.0818409705166867,0.588474492929528
