,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_class_Normal,attack_class_Probe,attack_class_R2L,attack_class_U2R
dst_host_serror_rate,-0.07825127846610629,-0.09958408575735764,-0.20882941307050423,,,,-0.08573252873766703,,-0.49147810664625896,-0.04681218199430268,,,,,,,,,,0.4590463308184529,-0.14679017946536208,0.9793730829859216,0.9775960119668284,-0.22625746470330496,-0.22646977521693556,-0.760648029297545,0.05039874588309709,-0.22671454679927966,0.41092215094102896,-0.5725959586444495,-0.6392045082750848,-0.01773440763209492,-0.2789103890968173,-0.1944331126803145,1.0,0.9850522228026339,-0.2355348327669081,-0.2279138269455096,0.2990917703927826,-0.23156960147977726,-0.013723598711448117,0.09325635097637133,-0.001741990066215975,0.061867998422115794,0.08220825127848277,0.0908299684658956,0.07454236053182854,0.0716418860538018,0.0779086902355407,0.07046709436636785,0.06710833982880918,-0.17768404131433732,0.0633208844690474,-0.12400995006566638,-0.09520907486097438,0.07068478896816209,0.06809499387939766,0.09466039059513272,-0.014587184183709459,-0.04481161078522858,0.0657509496591472,-0.0013388604161193413,0.06490978637727116,-0.3891489728292278,-0.0011684226377506872,0.0693969541797072,-0.0011148994994017872,0.07873568332748465,0.08692476992901668,0.07230242759321999,0.053628687062512365,0.06410655739737772,0.06389016226394112,0.06935275906368203,0.06542206170113146,0.06090233507242167,0.06454463014908968,0.05598388398907545,0.06008735199512115,0.06650862286495063,0.0809204183417594,0.06080461367096589,-0.023370494692046256,-0.10402226205469846,-0.0037175605834409106,0.02006227610379585,-0.008697386636457697,0.0248692589315369,0.32226228508342214,-0.0050966201102546835,0.018440804247153234,0.019738612408311557,0.023349654198494746,-0.12180160874024196,0.044308597557599395,0.054228713229245586,0.06200184017328857,0.07827255983678069,0.07026608803655439,0.09561562056738851,-0.0031209677301716897,-0.005096620110254114,0.06383905652263092,-0.005698239747884651,-0.04431613903081857,0.08700210505795591,0.08352294816485561,0.07958558158388057,0.08492902925920691,-0.1891876745173827,-0.06949020195432234,0.0013246301006038107,-0.08692439764795408,0.9758441112052517,-0.019867984393085836,-0.011914310198327088,-0.008307232220176217,-0.7418139395500661,0.06360706497650667,-0.6518416167162582,-0.17208036400992588,-0.052278972601060326,-0.012996152695986786
dst_host_srv_serror_rate,-0.07795469872206616,-0.09996209871081503,-0.20872865537339946,,,,-0.08529454978145729,,-0.49326399544624566,-0.05079568832366419,,,,,,,,,,0.4608085374453208,-0.14593339158050853,0.9811389586199488,0.9862517164947782,-0.22498504396019647,-0.2307511153156894,-0.7653220593827311,0.04731886949036337,-0.22702663477380716,0.4075316566470944,-0.5675938611874617,-0.6320476354077443,-0.02610087240434226,-0.27649700943820843,-0.19303911450067204,0.9850522228026339,1.0,-0.23450812756408107,-0.23291704676162525,0.29754801922017604,-0.2296741621719349,-0.011560547068332996,0.09419347922417565,-0.002489831401359979,0.062026340124693505,0.0831031210078697,0.09187835275696452,0.07523631901831407,0.07286948865483113,0.07865856638032057,0.07120141163088385,0.06827818445009899,-0.17377348908041196,0.06403112383514553,-0.12145661316829197,-0.09887468314684106,0.07159837858210776,0.06865763189473315,0.09317822426691667,-0.014052350007958918,-0.05849787251739133,0.06691783890849119,0.0019804914597411015,0.06552659123214452,-0.38436503710151604,-0.0017605696799253107,0.07026990094287085,0.0019804914597367942,0.07953649128182086,0.0877171484625124,0.07316744717293068,0.0544425651711536,0.06467877285622889,0.06559847322378944,0.06987246101193527,0.06631978894506312,0.06170335552136829,0.0651989783542021,0.05687895122877334,0.06062367580216635,0.0671501473766191,0.08169898208958679,0.061278554202302014,-0.022834732078063247,-0.10650989287426421,-0.003936815986964062,0.020248344186011895,-0.007182289064790065,0.025719542673282275,0.32786954513812,-0.004979781397642077,0.02001205079536316,0.020492680898350803,0.02345067400567832,-0.1391800641595959,0.04478343045117747,0.05487693100607966,0.06257085260717131,0.07999863348906278,0.07095502199871655,0.09404992303463702,-0.003049420343112891,-0.004979781397641358,0.06477135496304788,-0.005567609058925125,-0.04330020287707129,0.08782500707046403,0.08431632597756457,0.08041292630250017,0.08585264574619111,-0.19517276928665395,-0.06858410605015547,0.01272901479920446,-0.08605917838868551,0.9812093528356173,-0.01314503636879242,-0.016595208269613543,-0.00821627527972072,-0.7456905169141738,0.07357137518257174,-0.6549854452239758,-0.17101498144202287,-0.052559851766532356,-0.012479000098312472
dst_host_rerror_rate,0.1503036965393798,-0.04525049405996444,-0.12073017929225932,,,,-0.03599339869998714,,-0.2759720966885723,-0.022846633502137708,,,,,,,,,,0.17832560578271067,-0.10213370268585632,-0.23181025369144048,-0.23506545175532703,0.9267485035770171,0.9178223356837836,-0.21471497162162595,0.22538771389962892,-0.07679803707860942,0.07192353686224949,-0.2503072963206299,-0.25717795853912967,0.4091233726109459,0.03809411296676511,0.022421897936359188,-0.2355348327669081,-0.23450812756408107,1.0,0.9246878915771849,0.13725238921045257,-0.09243212686379118,-0.005750964576352392,0.025998335890500157,0.0102834386791764,0.009877365736986875,0.02686576922013901,0.017020815770432993,0.019157690814934444,0.02351701838970897,0.008634119518321968,0.022276166828070997,0.016722955225875247,-0.1041216900686748,0.018789628036806852,-0.07485540762147709,-0.048087547473666524,0.018212583170440323,0.0202900882113571,-0.024041772904988778,-0.015142748973827731,-0.06655455831078831,0.024706035719042424,0.009308604359767908,0.022348519390125117,-0.10467236583139886,0.006995736673671825,0.025523692558558703,0.009373593314427579,0.022197610036437162,0.016927360223025132,0.009196489760493011,0.016810141135020475,0.01769409097764631,0.02439287350304134,0.012001775717802409,0.017309882500828235,0.025062302228782186,0.015778120269227983,0.020417472932218527,0.016342497717094027,0.004084713595227846,0.020452628047117016,0.0028697839944072105,-0.014122807390705332,0.12916595431509664,0.003106741556362028,0.017021027093415436,-0.003636200721802674,0.008256948366923755,0.1735478380936462,-0.0002620888410879285,0.014866218789271394,0.016893964908040963,0.005480045080557763,-0.07007911982713723,0.020645339688155233,0.011580562706243872,0.01640832277457016,0.012125718770032209,0.015143228757259106,-0.01852038758566142,-0.0018916885012105506,-0.0027642231832319445,0.01962104996364879,-0.003453830843550302,-0.026793417891296297,0.02623386055567915,0.022535394215218912,0.02059721005967648,0.018761280915117626,0.8128422251036347,0.2729085022635506,0.007374825687015006,0.27077748649586625,-0.23259522478251266,-0.01154481640218681,-0.009384865424444205,-0.004665554549334622,-0.39471867076977357,-0.01797054673292596,-0.25256272475080715,0.2821592343094819,-0.0197095812761257,-0.0052511894376814135
dst_host_srv_rerror_rate,0.17109927957735,-0.047173545395635334,-0.10937939100331193,,,,-0.037022593784175696,,-0.27280574136836444,-0.02050023375974299,,,,,,,,,,0.16770859115488623,-0.11371186339463016,-0.2266203231098029,-0.23314155921128013,0.9644486655013095,0.9702079974509766,-0.21409057713983756,0.27810258135051674,-0.08142515825613546,0.06714288793798104,-0.25284817143708804,-0.2581469084844703,0.38509103331618316,0.027767817521302845,0.023267473993813483,-0.2279138269455096,-0.23291704676162525,0.9246878915771849,1.0,0.1792261922187096,-0.13834279806275468,0.00885153615174756,0.024823626588375954,0.010973117748636062,0.014103792281952326,0.02576755793010847,0.015914341784667836,0.019108099289821382,0.02445123947367494,0.011559677441524743,0.023553252752281505,0.01503916580332605,-0.1046713765329498,0.02091407749775195,-0.07315863286490717,-0.05955654826290112,0.017126777983106797,0.0194838561196081,-0.0290607106503148,-0.01670908278056744,-0.07830953470035575,0.023122131272213176,0.0047366916721976035,0.02253034973055775,-0.10045292893236431,0.0077591351735671246,0.0243100255199427,0.004736691672213055,0.021276429252504274,0.01700378260246851,0.008464315342196254,0.015854961343918363,0.017320953101927192,0.024279879867200614,0.010414856051207079,0.01878317626687841,0.026739814409794,0.01593528033443589,0.019569833602980057,0.015074484872842964,0.007081913488317499,0.019462074422984633,0.0027760585872867744,-0.01375435834324153,0.1250631413669997,-0.002371316537940684,0.0166034831985484,-0.00475092165670304,0.0060573015798897215,0.18674310396457847,-0.002999540243327254,0.018930987239665794,0.020605929151980434,0.0034844263614956512,-0.08790415597038884,0.020045616974293634,0.01357249221899793,0.014566147020015534,0.012349953182435874,0.017051550593273308,-0.014366495907826205,-0.001836799310581635,-0.002999540243323669,0.017085627000177867,-0.0033536145661724297,-0.026081606942843196,0.025092536489215028,0.021615098631575284,0.01986544959886639,0.020215555715937403,0.8290708484847545,0.26724005019000907,0.03246700180482954,0.36014139017851104,-0.23120605798321486,-0.013345691214623777,-0.009169352901614197,-0.004186020330584895,-0.4293204009673128,-0.017449431513407575,-0.2534301503843652,0.3206467878768805,-0.02035390849005083,-0.006437619577186746
protocol_type_tcp,-0.05332735264916518,0.06688854922865231,0.16228196613998525,,,,0.06702042683133408,,0.3853504617038202,0.048358935161415845,,,,,,,,,,-0.048548851220967096,-0.5325171731973892,0.30005830404599154,0.30090897526500826,0.17792633548968728,0.17829506816979662,-0.26646802791540275,0.006593831662587072,-0.17334513733989082,-0.015614314565111873,-0.10230168859357348,-0.20089665981485497,-0.02961687628303119,-0.47416365453035475,-0.25511533059482194,0.2990917703927826,0.29754801922017604,0.13725238921045257,0.1792261922187096,1.0,-0.7718894004867375,0.011466091363757883,0.03952507641153513,0.00189734602747953,0.04161809960944395,0.03584962383200382,0.036453989766053206,0.0313883029372567,0.03190472065591265,0.030686467699595724,0.0311852050321496,0.03207504478920971,-0.5840183024432367,0.027997700619076374,-0.40819163739087166,-0.3322982401486379,0.029603059866935823,0.029264147099783044,0.05679548596045196,0.056583214106666564,0.11427449463027034,0.030597625548747957,0.001897346027474725,0.02882712914473961,0.3268122769487743,0.0013416209171786587,0.030951489371921312,0.0018973460274807842,0.03421356930566426,0.03526094356566635,0.027965315221101763,0.023226282714498246,0.02720996101810718,0.02929511690382506,0.02783540202659124,0.028159076614298048,0.02854270827001979,0.027042999247507745,0.025026020988740787,0.025562732871298278,0.025491816840027725,0.03375880501506253,0.023109193330797476,-0.07674301491853752,-0.18823829995627425,0.0030000032008889416,0.011852498069080753,0.02182155075372527,0.011147349415254177,0.04040724817637036,-0.016736059647328366,0.011852498069078081,0.012445880208212056,0.01081924233879576,0.11821224023030388,0.021020056139679385,0.023688908132978363,0.02622698286977497,0.031359368098222595,0.029356959975204096,0.06569516790288255,-0.010248498212485187,-0.01673605964730381,0.034399113205064,-0.018711632070369633,-0.14552341161767443,0.037585827050892244,0.035312514094238766,0.033406951927703384,0.035415434789226284,0.1489900581469213,0.05335534805472293,0.013621481008718397,0.06665601373033903,0.29448476610003466,0.025668743777121,0.015126866893366696,0.00939313615722643,-0.39291605454092365,0.022109574497696675,-0.05312632436237208,-0.25721982933014115,0.042487540162928,0.006656175391578931
protocol_type_udp,0.09206440751655728,-0.05743459808107881,-0.12282694648824893,,,,-0.05173235708719725,,-0.2974479368620821,-0.037327749469961376,,,,,,,,,,-0.008852878085467092,0.348375678378177,-0.23031166359992855,-0.23226844851781336,-0.13730403113379672,-0.1376240732793313,0.18998285704933296,0.00575126600834218,-0.05194225595238477,0.16491574717563426,0.12977272649586874,0.12153219389264652,0.10429804826349554,0.14645106233967228,-0.11214341822964237,-0.23156960147977726,-0.2296741621719349,-0.09243212686379118,-0.13834279806275468,-0.7718894004867375,1.0,-0.008850554388712862,-0.030508987535487277,-0.0014645412876643103,-0.03212456995695064,-0.02767194464735996,-0.028138448305827856,-0.02422829833655551,-0.024626915699901608,-0.02368655915560931,-0.024071529216367227,-0.024758387092941203,0.7566087862787056,-0.02161112834581,-0.07144187536055692,-0.0581589804412137,-0.02285028813324858,-0.022588684960510464,-0.04383983360831151,-0.04367598321447635,-0.08820727115106218,-0.023617982841122848,-0.0014645412876628041,-0.022251355433335375,-0.2522629325260934,-0.001035582965436219,-0.023891126575452643,-0.0014645412876623895,-0.026409091499877944,-0.027217548589521554,-0.02158613040040171,-0.017928121439968553,-0.02100308049758668,-0.022612590224035948,-0.021485851782636047,-0.0217356927661088,-0.022031813974856717,-0.020874204476480567,-0.019317320337557085,-0.019731602550863488,-0.01967686321797332,-0.02605806376426836,-0.017837741385870496,0.09942229401039243,0.2641289360910112,-0.0023156706722044073,-0.009148817628791306,-0.016843823729018777,-0.008604520857123491,0.04467926135073258,-0.0029291523339261094,-0.009148817628791295,-0.009606843012495219,-0.008351258482593668,-0.09124677524140187,-0.0162251585318881,-0.018285217096927264,-0.020244330083986798,-0.024205963841018894,-0.02266032623538717,-0.05070940376757911,0.013277158885765935,-0.0029291523339216,-0.026552310869145106,-0.0032749178663032583,-0.025469569884591127,-0.029012101509119734,-0.027257355333976645,-0.02578647209553334,-0.027336798727444732,-0.11500384666143416,-0.041184427622715625,-0.010514276809578962,-0.051451070477015755,-0.22730966955740523,-0.019813431245391044,-0.01167626821756098,-0.007250462237096556,0.303287737781891,-0.017066146204015253,0.21718441777842692,0.02341201778973988,-0.03279568190467091,-0.003848600449156114
service_X11,0.011867665148104892,0.11759968534948376,0.0860835339545036,,,,-0.0024515773718758655,,0.010867765770842008,-0.0024454481631028414,,,,,,,,,,-0.014379768495327431,-0.00881396676785075,-0.013008991864483049,-0.011896019592887497,0.0051913270602720885,0.007800501206205343,0.01276467329177264,0.012635614068387807,-0.009019233251831068,-0.013741716542425566,-0.02316302706835777,-0.012020719281832837,0.00561265201006365,-0.005851737232715831,-0.007727544747145333,-0.013723598711448117,-0.011560547068332996,-0.005750964576352392,0.00885153615174756,0.011466091363757883,-0.008850554388712862,1.0,-0.0019987314688386043,-9.59463094496288e-05,-0.0021045729171226164,-0.0018128686344150884,-0.001843430630006896,-0.0015872654661375227,-0.0016133800353982212,-0.0015517745752103012,-0.0015769950704492175,-0.001621993104262552,-0.006696407213913953,-0.001415807137216052,-0.004680362608246756,-0.0038101619815555775,-0.0014969880567518028,-0.0014798496809480866,-0.002872073513431293,-0.002861339203131865,-0.005778711877130721,-0.001547281943728251,-9.594630944943603e-05,-0.001457750253993261,-0.016526469817316654,-6.784401675825102e-05,-0.0015651763748958704,-9.594630944992336e-05,-0.0017301354947581017,-0.001783099842540932,-0.0014141694499620477,-0.0011745227683351,-0.0013759721748995537,-0.001481415783473546,-0.0014075999094598061,-0.0014239677104395912,-0.001443367461997199,-0.0013675291363135973,-0.0012655331812480891,-0.001292673999853474,-0.0012890878688229526,-0.0017071386587999512,-0.0011686017111977407,-0.0008799424205836207,-0.004558796571439512,-0.00015170624192762866,-0.0005993653403327122,-0.001103487308572249,-0.0005637068942855462,-0.011031562202981474,-0.00019189718898592715,-0.0005993653403325508,-0.0006293718997697352,-0.0005471149481516858,-0.00597783852686609,-0.001062956773214196,-0.0011979171312661479,-0.0013262642543441284,-0.001585802269127037,-0.0014845431067870263,-0.003322118800514637,-0.00011751021684584626,-0.00019189718898599247,-0.001739518207311437,-0.00021454928288419127,-0.0016685847331683534,-0.0019006661625884055,-0.0017857076967917299,-0.0016893459079153825,-0.0017909122618509825,0.01098478132438969,-0.002698110234571434,-0.0006888204961589075,-0.0009681107299754224,-0.013416975033409217,0.010975738257636956,-0.0007649458933353105,-0.0004749986219665894,0.005758606463490971,-0.0011180522929629473,0.018500103569872434,-0.0008589099766287706,-0.0021485393898701736,-0.0004893292252605955
service_Z39_50,-0.010648490270183181,-0.013922356760542584,-0.029283596564136746,,,,-0.011682781160004976,,-0.0671730295795976,-0.008429771091162185,,,,,,,,,,0.09353401809154636,-0.019374510631036863,0.09292495287329414,0.09316540394706226,0.02479085262512194,0.024260473586247097,-0.11222857884034461,0.0029150985328138795,-0.031090445047288497,0.06077088766658269,-0.07864438401790087,-0.08859433805439046,-0.002769659375061405,-0.03720376086966783,-0.026637830356922975,0.09325635097637133,0.09419347922417565,0.025998335890500157,0.024823626588375954,0.03952507641153513,-0.030508987535487277,-0.0019987314688386043,1.0,-0.00033073914135955035,-0.007254730729387763,-0.0062491889368459595,-0.006354540025793196,-0.005471506099513907,-0.005561526343773951,-0.0053491644809689895,-0.005436102738316203,-0.005591216688498071,-0.023083368029816895,-0.004880467415367471,-0.016133805658438322,-0.01313411333329116,-0.00516030837824564,-0.0051012302153623556,-0.00990040297743397,-0.009863400443591143,-0.019919955393525826,-0.005333677808400934,-0.0003307391413589066,-0.00502505067769205,-0.05696884505969749,-0.00023386696140451893,-0.005395362190353381,-0.00033073914136028885,-0.005963997273644165,-0.006146572122090048,-0.004874822098937547,-0.004048729483555467,-0.0047431512297801135,-0.005106628770138115,-0.004852176056634062,-0.004908597950006439,-0.004975471362956825,-0.004714047001109968,-0.004362453961273217,-0.004456011817692986,-0.004443649967533558,-0.005884724252892363,-0.004028318845945783,-0.0030332735286992167,-0.01571475205579402,-0.000522950726106365,-0.0020660886193435415,-0.003803861211874645,-0.0019431694169909936,-0.03802719908458959,-0.0006614940363908626,-0.0020660886193433086,-0.0021695250491587143,-0.0018859748667207643,-0.020606370301352744,-0.003664147297482123,-0.0041293728303506754,-0.004571801700486437,-0.005466462273179453,-0.005117409051658297,-0.011451766366820281,-0.00040507267495170534,-0.0006614940363917788,-0.005996340678108231,-0.000739578687366274,-0.005751823963856333,-0.006551838191912488,-0.006155561727637337,-0.005823390375821153,-0.006173502525869427,0.03484810420677868,-0.009300729412018907,-0.0023744519279187506,-0.007410973705262496,0.09396470996421889,-0.00447449129135163,-0.002636865861747219,-0.0016373807109142887,-0.10059420060532365,-0.0017757105923619243,-0.088959466116418,-0.02284941249698645,-0.007406288757305844,-0.001686780124562136
service_aol,-0.0005516283995278876,-0.0006683240225546179,-0.0014057181074752325,,,,-0.0005608155742186432,,-0.0032245473607588906,-0.0004046593743643479,,,,,,,,,,0.014854633807419894,-0.0014814145806014178,-0.0018250030617026534,-0.0025179553119630475,0.009948401525652243,0.010819516602930736,-0.005990389899915869,0.02070456910644843,-0.0014924533424980331,0.002926027867304616,-0.00412675502830613,-0.004626187393707072,0.019341575563105628,-0.001913370236315934,-0.0012787118001256923,-0.001741990066215975,-0.002489831401359979,0.0102834386791764,0.010973117748636062,0.00189734602747953,-0.0014645412876643103,-9.59463094496288e-05,-0.00033073914135955035,1.0,-0.0003482532047896471,-0.0002999835770286784,-0.00030504080874717873,-0.0002626519998115739,-0.0002669732957685877,-0.0002567791614780161,-0.00026095251096002766,-0.00026839853925148845,-0.0011080848061134796,-0.00023428001419578703,-0.0007744807816536594,-0.0006304847458827414,-0.00024771338833327194,-0.00024487742372934903,-0.0004752550017643108,-0.00047347874686309263,-0.0009562296057291238,-0.0002560357454142357,-1.5876670027261113e-05,-0.0002412205315411618,-0.0027347097508077863,-1.1226456479315182e-05,-0.0002589968179218559,-1.5876670027293263e-05,-0.00028629335000407446,-0.00029505760032038926,-0.00023400901867438151,-0.000194353597751125,-0.0002276883427086049,-0.00024513657380197807,-0.00023292192707799461,-0.00023563038117659568,-0.0002388405458608881,-0.00022629123490533766,-0.00020941350264062518,-0.0002139046167211969,-0.00021331120338895365,-0.0002824879594864372,-0.00019337381363036406,-0.00014560805449272422,-0.0007543646993998823,-2.5103518394591193e-05,-9.917969527792579e-05,-0.00018259903875464856,-9.327913083933554e-05,-0.0018254425207889185,-3.175409628749791e-05,-9.917969527789894e-05,-0.00010414501646175682,-9.053358642593016e-05,-0.0009891799936031622,-0.00017589226764821666,-0.00019822476885488803,-0.00021946294814205355,-0.000262409877980966,-0.00024565406614342514,-0.0005497260320883814,-1.944494737102188e-05,-3.1754096287500117e-05,-0.0002878459499100423,-3.5502440776360906e-05,-0.00027610826693624254,-0.0003145118313402868,-0.000295489133764413,-0.00027954371247742194,-0.00029635035669926097,0.012734715665422855,-0.0004464685107451344,-0.00011398224473947281,-0.0005577662271455762,-0.0024641986183533628,-0.00021479169801538132,-0.0001265790587136221,-7.860017157082471e-05,-0.004828883944928012,-0.00018500917263420335,-0.004270374783975985,0.012478441558645408,-0.00035552853600327847,-8.097152135086646e-05
service_auth,-0.011262559496213706,-0.014624358627378646,-0.0306325721307329,,,,-0.01230143478960757,,-0.04228292854232626,0.0011388401557919348,,,,,,,,,,0.06495259199171256,-0.024256410812478355,0.06077321650138905,0.06144530161134549,0.014923011925239121,0.01379095780748463,-0.07933970458281502,0.02178667285073346,-0.03143357526549628,0.03895586684069256,-0.08425760669517303,-0.0902895721750055,0.001192518934468484,-0.03367351869511947,0.007454728457556822,0.061867998422115794,0.062026340124693505,0.009877365736986875,0.014103792281952326,0.04161809960944395,-0.03212456995695064,-0.0021045729171226164,-0.007254730729387763,-0.0003482532047896471,1.0,-0.006580110432786663,-0.00669104031609413,-0.005761245936413757,-0.005856033140730284,-0.005632425801752926,-0.005723967814617354,-0.005887295717199612,-0.024305731884788496,-0.005138909205872758,-0.016988160224689616,-0.01382962125859212,-0.0054335689541799214,-0.0053713623478662525,-0.01042467199806815,-0.010385710020492578,-0.02097480291116973,-0.005616119043120877,-0.00034825320478889193,-0.0052911487752590435,-0.059985591011753964,-0.00024625122526596843,-0.005681069879038565,-0.00034825320478984386,-0.006279816641470897,-0.006472059615282409,-0.00513296494559005,-0.004263127164747995,-0.004994321536264086,-0.005377046779399875,-0.005109119697708723,-0.0051685293735769305,-0.005238944022059045,-0.00496367611319109,-0.004593464706085926,-0.004691976854354887,-0.004678960390940373,-0.006196345772501053,-0.004241635695858086,-0.0031938984392122795,-0.016546915927209496,-0.0005506432216174506,-0.002175496919136608,-0.004005292062384353,-0.002046068615074263,-0.04004090322038604,-0.0006965229974743794,-0.002175496919134019,-0.002284410753852824,-0.001985845366792906,-0.02169756644776563,-0.0038581796938916744,-0.004348040924417057,-0.004813898310632254,-0.005755935017759984,-0.005388397923297781,-0.012058186767219951,-0.0004265230194546384,-0.0006965229974741994,-0.006313872768637042,-0.0007787425673602961,-0.006056407840210847,-0.006898786270710641,-0.006481525259199677,-0.006131764002238385,-0.006500416100056794,0.022428772446931162,-0.006485135746351887,-0.002500189394320748,-0.008234929988821537,0.06194679922003136,-0.004711434895813775,-0.0027764992772697037,-0.0017240870786886205,-0.06453381753338962,-0.002082854885026482,-0.05036951132586965,-0.02285504001770272,-0.007798483677266047,-0.0017761024042678528
service_bgp,-0.009491997681485096,-0.012627708220376779,-0.026560503269860595,,,,-0.01059639469224527,,-0.06092658283598906,-0.0076458833238479615,,,,,,,,,,0.08849436776873626,-0.018026904408133648,0.08195204987422552,0.08217770484973477,0.025745253356208427,0.025214689697426962,-0.102397149662378,0.0024008797107172037,-0.028199332193858135,0.0534006956034262,-0.0716879605452588,-0.08060063902992957,-0.0017148695734364155,-0.0329609333210107,-0.024160767914889355,0.08220825127848277,0.0831031210078697,0.02686576922013901,0.02576755793010847,0.03584962383200382,-0.02767194464735996,-0.0018128686344150884,-0.0062491889368459595,-0.0002999835770286784,-0.006580110432786663,1.0,-0.005763628820798104,-0.004962708570604128,-0.005044357796557651,-0.004851743547872007,-0.004930597382066007,-0.005071287224321859,-0.020936836453539193,-0.004426630808849474,-0.014633516651813816,-0.01191276690934983,-0.0046804492492638185,-0.00462686478825175,-0.008979760565960513,-0.00894619891242619,-0.018067590816803435,-0.004837696987132396,-0.0002999835770280263,-0.004557769216103288,-0.0516712894941205,-0.00021211957962587687,-0.00489364531387032,-0.00029998357702947583,-0.005409402794545823,-0.005574999935202638,-0.0044215104526308556,-0.00367223651820649,-0.004302083709984765,-0.004631761329259953,-0.004400970274820488,-0.00445214547386566,-0.004512800301555042,-0.004275685895126348,-0.003956787631935361,-0.00404164550605445,-0.004030433189260963,-0.0053375014035339135,-0.003653723873882646,-0.0027512082165610783,-0.014253431010422821,-0.00047432133004196315,-0.0018739622166887486,-0.0034501386445121352,-0.0017624733198625421,-0.03449103471361042,-0.0005999814427880094,-0.0018739622166881402,-0.0019677800517515684,-0.001710597313576863,-0.018690175729266248,-0.003323416782612285,-0.003745380808090788,-0.004146668041573304,-0.004958133771704633,-0.004641539148120287,-0.010386862056594915,-0.0003674048057609206,-0.0005999814427879814,-0.005438738572940693,-0.0006708049710039139,-0.005216959565240202,-0.00594258015197335,-0.005583153593750768,-0.005281870988102418,-0.005599426070033955,0.03485956067214426,-0.008435850883947594,-0.0021536506985264645,-0.005904673566848855,0.08286256566353012,-0.004058406566109604,-0.0023916626562567648,-0.0014851200272131952,-0.09123990587227138,-0.0012070178576143258,-0.08068708997206031,-0.02001483698530069,-0.0067175750193411415,-0.0015299257697407541
